Registration_ID,Registration_Date,Year,Month,Quarter,State,District,RTO,Latitude,Longitude,Manufacturer,Model,Vehicle_Category,Vehicle_Class,Fuel_Type,Battery_kWh,Range_km,Charging_Type,Price_INR,Subsidy_INR,Registration_Count,Market_Share,YoY_Growth,MoM_Growth,Charging_Stations,Fuel_Price,State_GDP_BnINR,Population_Million,Urbanization_Rate,Temperature_C,Festival,Sales_Target
114095,2026-06-17,2026,6,2,Maharashtra,Pune,PUN72,19.2447,91.8986,Tata Motors,Punch EV,4W,Passenger,Pure EV,65.3,269.7,AC,1341942,137208.0,63,3.45,34.52,3.59,2235,88.2,17704.3,155.36,84.63,30.6,Pongal,89
114096,2022-06-14,2022,6,2,Kerala,Kochi,KOC33,16.0001,95.7424,Hyundai,Ioniq 5,4W,Passenger,Pure EV,,529.8,DC Fast,3852943,138293.0,132,11.59,52.98,7.98,2304,109.89,33554.5,176.09,64.12,36.7,Eid,490
114097,2023-03-13,2023,3,1,Karnataka,Bengaluru,BEN13,29.7595,72.0218,MG,Windsor EV,4W,Passenger,Pure EV,52.9,487.3,CCS2,1566851,38598.0,107,21.07,47.6,7.76,2241,110.21,34954.0,87.76,85.33,16.5,Onam,430
114098,2023-11-07,2023,11,4,Maharashtra,Pune,PUN90,15.1584,69.0504,BYD,Atto 3,4W,Passenger,Pure EV,56.8,642.2,Bharat DC,2548346,270048.0,152,15.87,13.04,2.92,927,103.17,29280.6,113.01,49.77,40.6,Diwali,377
114099,2022-03-25,2022,3,1,Karnataka,Bengaluru,BEN51,16.8946,72.2781,Bajaj,Chetak,2W,Scooter,Pure EV,4.5,86.0,DC Fast,151511,9124.0,355,24.09,-9.1,11.16,98,99.95,14823.8,199.21,93.79,12.7,Pongal,292
114100,2025-04-03,2025,4,2,Karnataka,Bengaluru,BEN46,27.9994,95.9453,BYD,Atto 3,4W,Passenger,Pure EV,52.2,263.3,CCS2,3015003,260911.0,278,11.02,50.35,-1.58,1775,92.31,27272.2,165.56,66.92,35.5,,167
114101,2022-03-03,2022,3,1,Gujarat,Ahmedabad,AHM02,31.6924,76.6641,Mahindra,XUV400,4W,Passenger,Pure EV,81.5,354.0,AC,1585337,185906.0,436,16.66,-8.92,-1.7,1723,106.74,15166.6,108.9,53.24,38.2,Navratri,358
114102,2025-05-14,2025,5,2,Maharashtra,Pune,PUN49,9.7202,75.1036,Tata Motors,Nexon EV,4W,Passenger,Pure EV,62.6,196.0,AC,2130034,179035.0,232,19.74,38.24,16.23,739,88.52,25533.1,42.9,31.47,36.5,Holi,201
114103,2022-05-28,2022,5,2,West Bengal,Kolkata,KOL33,19.0515,73.4961,ather energy,450X,2W,Scooter,Pure EV,3.3,121.1,DC Fast,172243,18213.0,199,4.5,33.4,12.33,2143,107.67,1235.8,41.37,96.55,14.5,Pongal,202
114104,2025-02-23,2025,2,1,Telangana,Hyderabad,HYD99,24.7594,95.863,Ather,Rizta,2W,Scooter,Pure EV,3.0,136.3,CCS2,101137,2995.0,196,20.25,8.55,16.87,658,96.49,21935.0,38.77,50.86,32.9,Holi,90
114105,2025-10-07,2025,10,4,West Bengal,Kolkata,KOL86,17.4454,87.1613,MG,Comet EV,4W,Passenger,Pure EV,74.7,327.3,DC Fast,1779189,127392.0,274,5.86,21.26,9.67,1026,109.7,12195.8,195.6,69.88,12.9,Onam,457
114106,2026-07-01,2026,7,3,West Bengal,Kolkata,KOL72,24.8892,96.3955,Ather,450X,2W,Scooter,Pure EV,4.0,166.6,CCS2,90543,8153.0,442,6.81,50.33,9.62,1457,104.7,11122.0,69.57,96.72,18.2,Eid,498
114107,2023-04-12,2023,4,2,Maharashtra,Pune,PUN10,21.0825,86.8626,TVS,iQube,2W,Scooter,Pure EV,3.5,204.2,DC Fast,129779,6988.0,140,19.59,50.59,-2.63,1632,94.92,17100.2,173.1,88.69,32.2,Holi,96
114108,2026-02-01,2026,2,1,Telangana,Hyderabad,HYD24,19.8811,84.5359,TVS,iQube,2W,Scooter,Pure EV,2.9,159.6,DC Fast,148413,7982.0,51,8.52,15.4,3.73,299,106.25,9231.5,171.96,84.98,25.4,Onam,362
114109,2024-11-19,2024,11,4,Tamil Nadu,Chennai,CHE35,20.1034,72.9744,BYD,Atto 3,4W,Passenger,Pure EV,70.1,492.1,AC,3318112,118113.0,67,4.04,24.92,1.01,1583,88.09,11485.6,27.75,67.83,30.4,Pongal,498
114110,2022-04-27,2022,4,2,Telangana,Hyderabad,HYD40,20.1064,76.9251,BYD,Atto 3,4W,Passenger,Pure EV,59.8,415.2,AC,3670334,156428.0,270,24.04,50.5,9.43,1522,111.54,3478.6,246.1,37.72,14.1,Navratri,234
114111,2026-03-18,2026,3,1,Karnataka,Bengaluru,BEN51,22.8799,69.0458,Ola Electric,S1 X,2W,Scooter,Pure EV,3.6,196.2,DC Fast,125719,13814.0,26,15.68,48.91,-0.43,1551,89.08,8918.4,212.35,25.4,20.8,Holi,209
114112,2025-06-19,2025,6,2,Maharashtra,Pune,PUN28,11.3037,77.5387,TVS,iQube,2W,Scooter,Pure EV,4.4,112.6,Bharat DC,105734,5880.0,341,2.81,1.28,17.65,750,111.85,6785.2,45.51,32.49,40.2,,408
114113,2024-11-26,2024,11,4,Tamil Nadu,Chennai,CHE69,31.851,77.9839,Bajaj,Chetak,2W,Scooter,Pure EV,3.0,144.8,Bharat DC,118495,11276.0,167,7.5,38.75,16.48,276,92.98,583.6,14.3,80.84,29.5,Christmas,113
114114,2024-07-08,2024,7,3,Kerala,Kochi,KOC48,18.6341,78.9875,Tata Motors,Punch EV,4W,Passenger,Pure EV,54.1,223.9,AC,2072068,216951.0,208,6.67,23.36,15.57,1745,97.52,28460.3,54.75,50.66,29.4,Eid,468
114115,2022-01-27,2022,1,1,Maharashtra,Pune,PUN80,29.2932,86.0712,Hyundai,Ioniq 5,4W,Passenger,Pure EV,75.8,550.6,DC Fast,821311,61967.0,167,14.17,39.89,9.64,1923,89.52,19827.0,12.06,56.07,23.9,Holi,426
114116,2024-04-24,2024,4,2,Kerala,Kochi,KOC86,26.8456,79.4031,MG,ZS EV,4W,Passenger,Pure EV,78.5,644.9,Bharat DC,1225852,74514.0,9,4.8,5.37,-0.82,148,95.19,1284.2,80.79,45.49,16.0,Navratri,433
114117,2024-02-02,2024,2,1,Maharashtra,Pune,PUN12,31.1071,85.146,Ola Electric,S1 X,2W,Scooter,Pure EV,3.4,,CCS2,106921,4680.0,268,23.08,18.26,10.3,2057,108.89,1693.8,76.75,60.8,22.9,Holi,350
114118,2025-02-03,2025,2,1,Kerala,Kochi,KOC13,11.9026,79.8475,BYD,Seal,4W,Passenger,Pure EV,40.7,574.0,DC Fast,1370636,97239.0,287,6.83,18.38,14.06,35,100.16,21980.1,89.25,83.32,23.7,Pongal,435
114119,2023-11-03,2023,11,4,Gujarat,Ahmedabad,AHM56,15.9363,81.758,TVS,iQube,2W,Scooter,Pure EV,3.4,112.0,AC,-50000,5637.0,332,4.23,31.02,-3.13,1973,97.12,3010.5,122.11,65.23,35.6,Diwali,463
114120,2025-01-23,2025,1,1,Gujarat,Ahmedabad,AHM84,32.4331,80.9801,Tata Motors,Tiago EV,4W,Passenger,Pure EV,55.2,216.6,DC Fast,3006144,280765.0,242,16.64,52.84,7.16,2474,102.97,24129.8,72.0,64.81,26.0,Onam,76
114121,2022-06-06,2022,6,2,Uttar Pradesh,Lucknow,LUC33,27.8054,89.2369,Ola Electric,S1 X,2W,Scooter,Pure EV,4.7,166.2,Bharat DC,131194,13985.0,289,21.04,7.26,12.44,1035,92.98,14712.1,165.55,28.39,22.7,Navratri,500
114122,2024-04-10,2024,4,2,Kerala,Kochi,KOC23,27.3663,90.6059,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,193.0,Bharat DC,138778,4872.0,165,7.74,7.59,7.48,588,108.31,21408.8,154.29,58.78,35.9,Christmas,249
114123,2024-09-10,2024,9,3,Uttar Pradesh,Lucknow,LUC87,11.9587,82.8408,Tata Motors,Punch EV,4W,Passenger,Pure EV,45.4,488.1,CCS2,2515874,,338,19.13,-7.24,2.29,1294,93.73,15265.1,210.8,79.22,38.9,,339
114124,2025-11-03,2025,11,4,Telangana,Hyderabad,HYD52,14.6622,88.7898,MG,Windsor EV,4W,Passenger,Pure EV,62.8,607.1,CCS2,3679351,127981.0,26,6.79,27.26,0.82,861,91.14,18939.4,234.97,21.04,29.8,Navratri,65
114125,2023-08-06,2023,8,3,Tamil Nadu,Chennai,CHE28,18.8874,80.6619,TVS,iQube,2W,Scooter,Pure EV,4.3,192.7,CCS2,120641,14450.0,8,2.65,22.3,15.38,729,88.77,22733.1,57.68,33.41,29.4,Diwali,210
114126,2022-12-27,2022,12,4,Maharashtra,Pune,PUN88,18.3863,81.5331,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.9,,CCS2,134464,13202.0,29,24.78,41.97,15.07,1086,103.6,25001.1,106.32,27.71,20.3,Diwali,229
114127,2022-12-13,2022,12,4,Maharashtra,Pune,PUN47,11.5555,89.2567,Bajaj,Chetak,2W,Scooter,Pure EV,3.7,140.7,CCS2,114743,3296.0,256,22.57,31.72,-0.21,847,111.23,8821.6,128.42,51.96,19.3,Onam,495
114128,2023-03-19,2023,3,1,Delhi,New Delhi,NEW97,26.4477,76.4864,Bajaj,Chetak,2W,Scooter,Pure EV,3.1,88.2,Bharat DC,167132,3423.0,153,23.34,31.61,-1.23,1945,92.64,17857.0,249.88,84.16,27.6,,52
114129,2023-02-14,2023,2,1,Gujarat,Ahmedabad,AHM46,20.8891,85.7414,Ather,Rizta,2W,Scooter,Pure EV,4.3,141.6,Bharat DC,167132,12565.0,79,20.31,43.35,1.43,1396,109.03,22926.1,2.06,30.08,34.6,Pongal,239
114130,2024-04-04,2024,4,2,Kerala,Kochi,KOC05,22.5009,94.5741,Mahindra,XUV400,4W,Passenger,Pure EV,42.9,530.7,CCS2,3948818,464416.0,83,20.74,18.1,-6.86,1168,105.31,21138.3,58.72,85.33,20.6,Navratri,172
114131,2026-02-08,2026,2,1,Delhi,New Delhi,NEW54,16.4622,77.9459,BYD,Atto 3,4W,Passenger,Pure EV,18.1,300.9,DC Fast,3689085,406291.0,247,18.09,48.69,11.41,2166,102.95,29876.7,125.8,29.15,31.5,Eid,350
114132,2023-07-10,2023,7,3,Maharashtra,Pune,PUN28,15.9378,85.8619,Ather,450X,2W,Scooter,Pure EV,4.8,212.0,DC Fast,175875,5720.0,222,18.33,52.18,6.6,2166,107.42,26700.2,20.54,22.33,15.5,Eid,302
114133,2022-12-27,2022,12,4,Rajasthan,Jaipur,JAI29,16.6723,77.4674,TVS,iQube,2W,Scooter,Pure EV,4.1,209.5,DC Fast,175221,3914.0,208,10.71,50.3,6.16,2114,95.62,31665.4,202.22,93.03,18.2,Diwali,359
114134,2026-12-28,2026,12,4,Rajasthan,Jaipur,JAI72,28.3327,70.5903,BYD,Atto 3,4W,Passenger,Pure EV,73.9,,Bharat DC,2963421,349106.0,234,10.51,42.33,-7.34,973,90.65,16181.8,105.87,86.43,35.3,Onam,325
114135,2026-10-12,2026,10,4,Rajasthan,Jaipur,JAI69,33.1323,85.3302,Mahindra,XUV400,4W,Passenger,Pure EV,33.9,388.5,AC,2385270,229569.0,211,2.37,5.44,7.43,1797,108.26,3837.0,70.8,28.76,17.2,Onam,313
114136,2026-12-28,2026,12,4,Uttar Pradesh,Lucknow,LUC84,12.0244,95.5922,Tata,Tiago EV,4W,Passenger,Pure EV,57.1,290.3,Bharat DC,2061843,226831.0,129,8.04,48.41,2.25,690,108.76,19167.1,212.37,66.55,15.2,Holi,213
114137,2026-01-21,2026,1,1,Rajasthan,Jaipur,JAI57,9.5521,92.5739,Bajaj,Chetak,2W,Scooter,Pure EV,4.7,175.8,Bharat DC,134983,8793.0,286,22.36,2.75,-0.4,1428,101.83,16250.9,17.96,60.89,40.4,Holi,179
114138,2024-10-07,2024,10,4,Rajasthan,Jaipur,JAI28,20.487,77.1059,TVS,iQube,2W,Scooter,Pure EV,4.1,197.0,Bharat DC,163165,7002.0,132,6.76,6.2,16.3,2135,92.06,14686.1,112.79,72.95,35.5,Onam,265
114139,2025-07-04,2025,7,3,Tamil Nadu,Chennai,CHE66,12.6209,74.9573,Hyundai,Creta EV,4W,Passenger,Pure EV,72.6,599.6,DC Fast,1016308,103112.0,178,24.45,4.39,10.02,1222,106.77,15409.2,70.68,77.66,16.5,Pongal,214
114140,2022-08-10,2022,8,3,Uttar Pradesh,Lucknow,LUC73,24.2315,94.2058,Tata Motors,Punch EV,4W,Passenger,Pure EV,49.5,275.9,Bharat DC,3600417,207425.0,347,7.65,44.24,3.71,1663,107.74,8295.0,164.66,43.14,12.5,,267
114141,2025-03-27,2025,3,1,Tamil Nadu,Chennai,CHE01,11.1178,77.5467,MG,Windsor EV,4W,Passenger,Pure EV,42.9,195.1,Bharat DC,2889086,267548.0,369,1.35,-5.49,16.39,1741,89.23,33105.7,56.65,66.87,33.7,Holi,227
114142,2026-05-23,2026,5,2,Maharashtra,Pune,PUN97,33.2786,70.146,MG,ZS EV,4W,Passenger,Pure EV,21.3,,DC Fast,986850,78984.0,422,20.32,30.89,15.56,2101,112.0,31686.1,10.42,82.84,34.4,Pongal,185
114143,2022-10-11,2022,10,4,Gujarat,Ahmedabad,AHM93,14.9946,76.5144,Tata Motors,Curvv EV,4W,Passenger,Pure EV,60.6,379.1,AC,2188034,70592.0,308,6.55,-0.95,-7.39,1474,111.01,28193.2,63.02,80.81,26.1,Christmas,209
114144,2022-06-04,2022,6,2,Gujarat,Ahmedabad,AHM78,26.2713,86.9672,TVS,iQube,2W,Scooter,Pure EV,2.8,174.3,DC Fast,152534,12444.0,365,22.61,25.57,17.47,612,101.58,31046.5,120.96,85.5,23.0,Onam,136
114145,2026-05-13,2026,5,2,Rajasthan,Jaipur,JAI20,34.4255,89.9532,Ola Electric,S1 X,2W,Scooter,Pure EV,4.1,189.6,AC,108197,12388.0,153,1.63,37.98,17.47,1191,104.07,2227.3,155.99,65.65,13.4,Eid,384
114146,2022-12-07,2022,12,4,Gujarat,Ahmedabad,AHM36,34.0618,83.4484,Ather,Rizta,2W,Scooter,Pure EV,2.7,167.4,Bharat DC,161336,8964.0,202,20.33,42.89,2.54,2293,93.86,29593.8,162.26,78.17,23.3,Eid,137
114147,2024-12-17,2024,12,4,West Bengal,Kolkata,KOL38,30.8704,70.9245,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.7,185.2,CCS2,154202,17153.0,225,4.5,31.45,17.95,1507,105.42,33544.8,237.5,23.6,36.9,Onam,445
114148,2023-11-10,2023,11,4,Kerala,Kochi,KOC98,27.8602,92.876,BYD,Seal,4W,Passenger,Pure EV,22.1,198.5,AC,2020898,156374.0,197,17.02,34.37,9.87,449,107.86,28108.1,106.07,31.86,30.5,Christmas,83
114149,2025-08-25,2025,8,3,Rajasthan,Jaipur,JAI57,19.3354,91.0171,Hyundai,Ioniq 5,4W,Passenger,Pure EV,58.2,414.7,CCS2,3865522,185384.0,90,22.26,18.9,7.22,42,94.88,20863.8,77.36,58.31,14.9,Onam,59
114150,2024-01-22,2024,1,1,Telangana,Hyderabad,HYD24,14.4897,70.299,MG,ZS EV,4W,Passenger,Pure EV,25.6,575.4,DC Fast,2871818,,309,19.91,50.88,-3.45,1560,106.6,14254.7,144.96,23.14,16.9,Onam,460
114151,2023-09-20,2023,9,3,Kerala,Kochi,KOC73,31.2796,79.2585,BYD,Seal,4W,Passenger,Pure EV,54.5,237.7,CCS2,1438281,92514.0,383,14.94,40.09,5.3,822,107.23,2121.1,227.1,94.81,26.7,Eid,305
114152,2022-07-03,2022,7,3,Karnataka,Bengaluru,BEN59,20.4421,96.4378,TVS,iQube,2W,Scooter,Pure EV,4.3,164.7,DC Fast,130122,14001.0,446,24.41,49.31,5.22,692,102.26,8638.7,227.09,80.44,12.6,Diwali,209
114153,2024-02-19,2024,2,1,Maharashtra,Pune,PUN91,18.376,81.2712,Bajaj,Chetak,2W,Scooter,Pure EV,3.1,122.0,CCS2,132171,7946.0,325,15.91,6.39,-5.46,2360,93.18,16898.2,175.43,85.07,15.4,Onam,364
114154,2022-04-17,2022,4,2,Delhi,New Delhi,NEW80,27.6312,92.5885,TVS,iQube,2W,Scooter,Pure EV,2.8,159.9,DC Fast,133643,,168,13.55,5.86,7.53,1442,104.18,30735.2,19.61,50.99,23.8,Christmas,423
114155,2026-05-03,2026,5,2,Delhi,New Delhi,NEW01,29.4472,76.1467,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.3,217.0,,170305,13994.0,381,13.66,19.93,6.01,51,107.42,1116.4,199.3,49.96,14.0,Christmas,341
114156,2022-04-15,2022,4,2,Karnataka,Bengaluru,BEN11,13.8865,83.7451,MG,ZS EV,4W,Passenger,Pure EV,40.2,306.7,Bharat DC,1358262,71266.0,148,17.24,43.24,5.18,339,104.08,28425.0,47.63,68.01,16.3,Onam,311
114157,2023-08-07,2023,8,3,Rajasthan,Jaipur,JAI52,33.9173,87.2501,Hyundai,Ioniq 5,4W,Passenger,Pure EV,51.1,397.6,Bharat DC,2298377,112237.0,84,11.56,26.88,4.14,1965,107.29,12851.3,96.69,40.89,15.7,Diwali,135
114158,2023-03-15,2023,3,1,West Bengal,Kolkata,KOL90,25.3402,83.0235,Tata Motors,Tiago EV,4W,Passenger,Pure EV,47.6,265.4,,3538000,146379.0,231,8.33,21.26,-3.49,1510,108.3,21033.2,82.85,33.27,22.4,Onam,495
114159,2023-10-08,2023,10,4,Kerala,Kochi,KOC68,20.2488,87.7,BYD,Atto 3,4W,Passenger,Pure EV,48.2,561.1,CCS2,2275079,137153.0,70,16.29,38.07,2.96,1881,111.78,4790.2,108.49,39.49,28.5,Diwali,85
114160,2024-06-13,2024,6,2,Telangana,Hyderabad,HYD44,23.603,80.5315,MG,Comet EV,4W,Passenger,Pure EV,50.5,348.1,Bharat DC,3963528,,106,23.76,1.74,8.64,2432,90.48,28600.9,58.83,86.52,31.9,Diwali,422
114161,2022-11-14,2022,11,4,Tamil Nadu,Chennai,CHE83,15.6368,78.9415,Hyundai,Ioniq 5,4W,Passenger,Pure EV,52.8,352.7,AC,3848976,284197.0,79,11.13,17.52,5.71,1451,110.37,33626.8,151.14,51.63,35.2,,148
114162,2025-06-21,2025,6,2,Kerala,Kochi,KOC33,34.8968,84.9299,Mahindra,BE 6,4W,Passenger,Pure EV,51.9,553.7,AC,3595616,269375.0,447,9.86,32.52,17.44,1690,107.34,24696.0,10.38,73.21,32.4,Diwali,453
114163,2023-08-26,2023,8,3,Uttar Pradesh,Lucknow,LUC35,34.8753,69.1408,BYD,Atto 3,4W,Passenger,Pure EV,69.6,476.4,Bharat DC,3717500,100231.0,58,2.84,40.36,-5.1,644,109.36,10225.6,245.09,50.09,,Christmas,150
114164,2023-04-25,2023,4,2,Tamil Nadu,Chennai,CHE64,12.442,86.7436,Tata Motors,Curvv EV,4W,Passenger,Pure EV,18.4,440.7,CCS2,3170652,171090.0,169,6.01,29.57,-1.56,1566,94.32,12295.3,184.41,21.34,30.1,Christmas,204
114165,2023-03-09,2023,3,1,Tamil Nadu,Chennai,CHE27,20.7863,91.1857,Bajaj,Chetak,2W,Scooter,Pure EV,3.3,215.6,CCS2,118768,,218,0.92,-5.6,16.44,958,96.32,21917.4,118.42,75.71,14.5,Navratri,391
114166,2025-07-15,2025,7,3,Gujarat,Ahmedabad,AHM18,8.5452,83.6665,BYD,Seal,4W,Passenger,Pure EV,33.0,501.7,CCS2,3299231,266666.0,364,4.27,53.39,5.17,656,111.47,6813.7,82.17,68.91,12.8,Onam,190
114167,2023-05-01,2023,5,2,Karnataka,Bengaluru,BEN54,30.9207,70.2201,BYD,Atto 3,4W,Passenger,Pure EV,29.2,258.5,DC Fast,829985,40014.0,371,5.39,8.58,15.54,1928,110.47,26306.0,222.28,66.3,36.2,Christmas,52
114168,2024-09-05,2024,9,3,Maharashtra,Pune,PUN50,8.0161,85.7014,MG,ZS EV,4W,Passenger,Pure EV,37.8,527.3,Bharat DC,1291352,109012.0,105,23.4,3.4,-0.61,570,95.23,20067.9,75.42,22.48,26.1,,352
114169,2023-05-18,2023,5,2,Uttar Pradesh,Lucknow,LUC95,28.842,68.7349,MG,Comet EV,4W,Passenger,Pure EV,76.3,327.0,CCS2,3142802,305799.0,204,4.42,11.17,0.81,336,98.28,30001.8,81.27,36.94,35.1,Onam,332
114170,2022-09-21,2022,9,3,Telangana,Hyderabad,HYD32,26.9282,74.1585,ather energy,Rizta,2W,Scooter,Pure EV,2.6,168.0,CCS2,136429,5577.0,48,0.32,-2.73,3.2,1093,96.46,6375.0,203.02,92.79,26.7,Onam,217
114171,2026-12-23,2026,12,4,Tamil Nadu,Chennai,CHE62,22.3795,75.7686,Ather,450X,2W,Scooter,Pure EV,2.5,129.0,Bharat DC,116039,12785.0,14,11.38,38.11,4.61,792,92.94,11391.0,153.71,90.91,23.4,,395
114172,2024-03-13,2024,3,1,Maharashtra,Pune,PUN35,14.7887,81.829,BYD,Atto 3,4W,Passenger,Pure EV,26.3,592.2,DC Fast,4082343,235053.0,171,15.14,-5.65,11.24,757,91.92,21751.5,65.16,40.26,18.4,Pongal,319
114173,2026-11-22,2026,11,4,Gujarat,Ahmedabad,AHM63,14.5674,87.9271,TVS,iQube,2W,Scooter,Pure EV,2.7,152.4,DC Fast,172392,18362.0,373,5.66,48.19,-0.52,702,104.19,19514.9,94.04,36.23,22.4,Eid,191
114174,2024-07-08,2024,7,3,Rajasthan,Jaipur,JAI21,9.815,87.6034,Bajaj,Chetak,2W,Scooter,Pure EV,4.2,116.7,DC Fast,147696,5055.0,60,14.16,-1.62,-3.5,899,96.71,26482.1,214.12,46.92,12.8,Eid,280
114175,2024-08-18,2024,8,3,Gujarat,Ahmedabad,AHM75,25.2597,76.0025,Ola Electric,S1 X,2W,Scooter,Pure EV,3.4,179.8,CCS2,179007,7393.0,436,5.39,54.96,15.87,2341,106.35,22441.3,158.89,65.89,21.0,Onam,127
114176,2026-02-28,2026,2,1,Gujarat,Ahmedabad,AHM03,23.6648,73.3966,TVS,iQube,2W,Scooter,Pure EV,3.0,184.1,AC,132454,14466.0,68,23.31,-6.03,-1.48,1869,110.47,3628.1,55.01,41.04,35.5,Christmas,98
114177,2026-08-14,2026,8,3,Telangana,Hyderabad,HYD99,15.302,95.6388,Ather,Rizta,2W,Scooter,Pure EV,2.9,110.0,DC Fast,129874,6550.0,184,14.68,38.53,4.87,1281,94.05,32436.2,218.94,75.74,32.4,Holi,263
114178,2022-07-06,2022,7,3,Telangana,Hyderabad,HYD97,26.4042,81.6799,Mahindra,XUV400,4W,Passenger,Pure EV,56.4,348.9,CCS2,4180314,358730.0,111,6.12,0.56,8.14,1731,106.67,15789.8,79.76,97.26,17.0,Pongal,418
114179,2022-02-19,2022,2,1,Gujarat,Ahmedabad,AHM08,8.3413,91.9234,Bajaj,Chetak,2W,Scooter,Pure EV,3.9,92.7,Bharat DC,173084,9057.0,74,15.45,6.69,1.09,1459,106.12,32994.2,185.0,71.15,34.0,Onam,450
114180,2025-09-22,2025,9,3,Telangana,Hyderabad,HYD72,15.3077,89.6739,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.4,91.7,AC,171128,13620.0,313,12.41,-9.5,12.38,2372,90.6,5494.8,61.49,97.8,12.3,Christmas,176
114181,2025-06-19,2025,6,2,Rajasthan,Jaipur,JAI06,31.9079,81.0654,Hyundai,Ioniq 5,4W,Passenger,Pure EV,61.4,479.8,CCS2,1304737,38373.0,299,5.99,44.26,-1.78,1073,105.27,3569.8,158.18,63.63,37.1,Holi,174
114182,2024-01-06,2024,1,1,Kerala,Kochi,KOC64,9.9462,69.0022,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.3,126.8,AC,104587,7567.0,231,4.51,24.84,-5.46,1930,96.4,19053.8,50.56,87.46,31.0,Holi,339
114183,2023-05-17,2023,5,2,West Bengal,Kolkata,KOL08,19.0386,79.6233,Tata Motors,Nexon EV,4W,Passenger,Pure EV,17.9,362.5,Bharat DC,2286542,52705.0,183,18.15,6.44,-4.95,1753,111.17,27532.4,95.7,67.26,23.2,Christmas,306
114184,2024-10-18,2024,10,4,Telangana,Hyderabad,HYD80,26.3044,78.2741,MG,Windsor EV,4W,Passenger,Pure EV,19.6,538.6,Bharat DC,3517337,184379.0,377,0.27,7.62,6.05,421,92.96,5973.2,113.39,89.03,15.2,Onam,103
114185,2026-06-14,2026,6,2,Maharashtra,Pune,PUN94,20.4998,91.1166,MG,Windsor EV,4W,Passenger,Pure EV,23.4,223.1,AC,2783244,288599.0,57,5.02,-4.39,2.48,2316,89.95,15388.8,60.56,73.44,32.4,Onam,137
114186,2022-10-10,2022,10,4,Tamil Nadu,Chennai,CHE56,17.2579,88.8746,Hyundai,Creta EV,4W,Passenger,Pure EV,28.9,204.0,Bharat DC,912526,34486.0,334,23.36,32.81,12.92,1979,102.71,27188.5,13.63,92.39,20.4,Navratri,424
114187,2023-05-13,2023,5,2,Delhi,New Delhi,NEW88,16.5258,73.1094,Ather,Rizta,2W,Scooter,Pure EV,4.0,211.8,AC,94389,8521.0,244,23.84,22.3,-4.63,1038,91.54,34505.5,67.15,47.36,15.7,Navratri,483
114188,2024-10-03,2024,10,4,West Bengal,Kolkata,KOL65,34.8371,78.6767,Tata Motors,Tiago EV,4W,Passenger,Pure EV,60.1,444.1,AC,1503740,152152.0,272,0.89,14.93,6.51,1407,88.81,5622.4,223.6,89.35,14.0,Onam,204
114189,2026-01-28,2026,1,1,West Bengal,Kolkata,KOL47,28.645,87.4796,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.6,146.6,AC,117328,11655.0,364,14.39,28.93,-5.96,1324,103.57,24805.9,173.61,75.06,16.7,Christmas,199
114190,2026-12-02,2026,12,4,Telangana,Hyderabad,HYD50,9.5919,81.2879,BYD,Seal,4W,Passenger,Pure EV,18.4,324.3,AC,2423059,187577.0,61,1.21,17.68,13.18,1441,89.26,19134.0,226.29,61.63,23.4,Pongal,139
114191,2024-01-22,2024,1,1,West Bengal,Kolkata,KOL41,21.369,74.123,BYD,Seal,4W,Passenger,Pure EV,63.8,428.7,Bharat DC,2200601,154709.0,282,4.04,5.45,14.0,1941,101.69,28838.7,117.96,88.58,35.8,Onam,312
114192,2022-01-15,2022,1,1,Uttar Pradesh,Lucknow,LUC19,34.6166,75.3628,Ather,450X,2W,Scooter,Pure EV,3.2,212.0,AC,150428,16870.0,101,20.72,54.18,-5.34,311,103.1,11154.0,87.62,89.91,13.1,Diwali,122
114193,2024-08-24,2024,8,3,Karnataka,Bengaluru,BEN84,9.5786,75.8243,TVS,iQube,2W,Scooter,Pure EV,3.2,158.8,CCS2,137921,3159.0,282,9.22,25.96,0.38,894,91.56,3252.7,241.27,31.77,32.0,Navratri,273
114194,2026-02-07,2026,2,1,Uttar Pradesh,Lucknow,LUC28,24.2226,70.2836,Bajaj,Chetak,2W,Scooter,Pure EV,3.3,97.0,AC,130684,3639.0,424,19.32,29.77,1.57,768,105.3,12902.9,102.97,96.93,14.4,Pongal,140
114195,2023-07-24,2023,7,3,Karnataka,Bengaluru,BEN08,13.1367,69.7711,TVS,iQube,2W,Scooter,Pure EV,4.2,88.8,Bharat DC,119741,11470.0,401,19.4,46.45,14.16,1478,106.86,27647.6,202.89,44.86,24.7,Onam,60
114196,2026-02-21,2026,2,1,Rajasthan,Jaipur,JAI42,18.589,78.6041,TVS,iQube,2W,Scooter,Pure EV,4.8,189.5,DC Fast,162661,9353.0,446,17.47,39.62,-5.63,661,93.61,9410.3,78.38,64.18,16.4,Pongal,396
